season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,hour,day,month
2,0,1,1,23.78,27.275,83,0.0,177,21,16,5
2,0,1,1,22.96,26.515,88,6.0032,127,22,16,5
2,0,1,1,22.96,26.515,88,6.0032,57,23,16,5
2,0,1,2,22.96,26.515,88,0.0,31,0,17,5
2,0,1,3,22.96,26.515,88,0.0,13,1,17,5
2,0,1,3,22.96,26.515,88,0.0,8,2,17,5
2,0,1,3,22.14,25.76,94,16.9979,4,3,17,5
2,0,1,3,22.14,25.76,94,16.9979,4,4,17,5
2,0,1,3,21.32,25.0,94,16.9979,22,5,17,5
2,0,1,3,21.32,25.0,94,16.9979,49,6,17,5
2,0,1,2,21.32,25.0,94,16.9979,151,7,17,5
2,0,1,2,21.32,25.0,94,19.9995,347,8,17,5
2,0,1,2,22.14,25.76,88,16.9979,207,9,17,5
2,0,1,3,22.14,25.76,88,16.9979,104,10,17,5
2,0,1,2,22.96,26.515,83,27.9993,130,11,17,5
2,0,1,3,22.96,26.515,83,27.9993,153,12,17,5
2,0,1,2,22.96,26.515,88,22.0028,172,13,17,5
2,0,1,1,25.42,29.545,73,31.0009,184,14,17,5
2,0,1,1,25.42,30.305,69,30.0026,210,15,17,5
2,0,1,1,25.42,30.305,61,22.0028,290,16,17,5
2,0,1,1,25.42,30.305,65,27.9993,604,17,17,5
2,0,1,1,24.6,29.545,69,19.9995,480,18,17,5
2,0,1,1,24.6,29.545,69,16.9979,349,19,17,5
2,0,1,1,23.78,27.275,83,27.9993,283,20,17,5
2,0,1,1,22.14,25.76,88,16.9979,174,21,17,5
2,0,1,2,22.14,25.76,88,19.0012,98,22,17,5
2,0,1,2,22.14,25.76,88,16.9979,56,23,17,5
2,0,1,2,22.14,25.76,88,15.0013,23,0,18,5
2,0,1,2,22.14,25.76,88,16.9979,12,1,18,5
2,0,1,3,21.32,25.0,94,15.0013,6,2,18,5
2,0,1,3,21.32,25.0,94,19.9995,9,3,18,5
2,0,1,3,21.32,25.0,94,19.9995,3,4,18,5
2,0,1,1,21.32,25.0,100,15.0013,9,5,18,5
2,0,1,1,21.32,25.0,100,8.9981,101,6,18,5
2,0,1,1,22.14,25.76,88,12.998,274,7,18,5
2,0,1,1,22.96,26.515,88,19.0012,453,8,18,5
2,0,1,3,22.96,26.515,83,16.9979,202,9,18,5
2,0,1,3,22.14,25.76,88,19.0012,106,10,18,5
2,0,1,2,22.14,25.76,94,6.0032,23,11,18,5
2,0,1,1,22.96,26.515,94,19.9995,54,12,18,5
2,0,1,2,22.96,26.515,83,22.0028,122,13,18,5
2,0,1,2,23.78,27.275,78,19.0012,138,14,18,5
2,0,1,1,24.6,28.79,78,16.9979,167,15,18,5
2,0,1,1,24.6,29.545,73,12.998,294,16,18,5
2,0,1,1,24.6,29.545,69,8.9981,565,17,18,5
2,0,1,1,24.6,29.545,73,15.0013,489,18,18,5
2,0,1,3,22.96,26.515,88,8.9981,331,19,18,5
2,0,1,3,22.96,26.515,88,8.9981,213,20,18,5
2,0,1,1,21.32,25.0,88,0.0,85,21,18,5
2,0,1,1,21.32,25.0,83,0.0,117,22,18,5
2,0,1,1,21.32,25.0,94,6.0032,59,23,18,5
2,0,1,1,21.32,25.0,94,7.0015,29,0,19,5
2,0,1,1,20.5,24.24,94,0.0,6,1,19,5
2,0,1,1,20.5,24.24,94,0.0,15,2,19,5
2,0,1,1,19.68,23.485,100,0.0,4,3,19,5
2,0,1,1,19.68,23.485,94,0.0,5,4,19,5
2,0,1,1,19.68,23.485,94,0.0,26,5,19,5
2,0,1,2,20.5,24.24,94,0.0,103,6,19,5
2,0,1,2,20.5,24.24,100,0.0,257,7,19,5
2,0,1,2,21.32,25.0,88,0.0,487,8,19,5
2,0,1,2,22.14,25.76,88,6.0032,216,9,19,5
2,0,1,2,22.14,25.76,83,0.0,130,10,19,5
2,0,1,3,22.14,25.76,88,11.0014,164,11,19,5
2,0,1,2,23.78,27.275,78,7.0015,168,12,19,5
2,0,1,3,23.78,27.275,64,16.9979,183,13,19,5
2,0,1,3,22.14,25.76,73,12.998,180,14,19,5
2,0,1,1,22.96,26.515,78,11.0014,188,15,19,5
2,0,1,1,23.78,27.275,64,12.998,302,16,19,5
2,0,1,1,22.96,26.515,78,11.0014,547,17,19,5
2,0,1,1,24.6,31.06,55,11.0014,513,18,19,5
2,0,1,1,23.78,27.275,60,8.9981,410,19,19,5
2,0,1,1,22.14,25.76,77,19.0012,282,20,19,5
2,0,1,1,22.14,25.76,77,19.0012,209,21,19,5
2,0,1,3,20.5,24.24,82,19.9995,79,22,19,5
2,0,1,1,19.68,23.485,94,0.0,72,23,19,5
2,0,1,1,28.7,33.335,79,11.0014,34,0,1,6
2,0,1,1,28.7,33.335,84,16.9979,17,1,1,6
2,0,1,1,28.7,33.335,79,11.0014,3,2,1,6
2,0,1,1,27.88,31.82,89,12.998,6,3,1,6
2,0,1,2,27.88,31.82,89,15.0013,4,4,1,6
2,0,1,2,27.06,29.545,89,6.0032,21,5,1,6
2,0,1,2,27.88,31.82,89,6.0032,128,6,1,6
2,0,1,2,28.7,33.335,79,11.0014,284,7,1,6
2,0,1,2,29.52,34.85,79,12.998,454,8,1,6
2,0,1,2,30.34,35.605,74,15.0013,207,9,1,6
2,0,1,2,31.16,37.12,75,16.9979,115,10,1,6
2,0,1,2,33.62,40.15,59,15.0013,112,11,1,6
2,0,1,1,35.26,41.665,53,0.0,169,12,1,6
2,0,1,1,36.9,40.91,37,12.998,154,13,1,6
2,0,1,1,36.9,40.91,37,16.9979,145,14,1,6
2,0,1,1,36.9,41.665,39,19.9995,152,15,1,6
2,0,1,1,35.26,40.15,47,19.9995,266,16,1,6
2,0,1,1,35.26,40.15,47,19.9995,486,17,1,6
2,0,1,3,33.62,39.395,56,26.0027,309,18,1,6
2,0,1,2,30.34,35.605,79,11.0014,264,19,1,6
2,0,1,2,30.34,35.605,79,16.9979,256,20,1,6
2,0,1,1,30.34,34.85,70,19.0012,190,21,1,6
2,0,1,1,30.34,34.85,66,8.9981,129,22,1,6
2,0,1,1,30.34,33.335,51,11.0014,69,23,1,6
2,0,1,1,30.34,32.575,40,23.9994,42,0,2,6
2,0,1,1,29.52,32.575,38,7.0015,15,1,2,6
2,0,1,1,28.7,31.82,39,0.0,6,2,2,6
2,0,1,1,27.06,31.06,44,7.0015,4,3,2,6
2,0,1,1,27.06,31.06,41,12.998,3,4,2,6
2,0,1,1,27.06,31.06,39,15.0013,31,5,2,6
2,0,1,1,27.06,31.06,39,8.9981,113,6,2,6
2,0,1,1,28.7,31.82,34,16.9979,304,7,2,6
2,0,1,1,28.7,31.82,32,19.9995,467,8,2,6
2,0,1,1,29.52,31.82,26,23.9994,225,9,2,6
2,0,1,1,29.52,32.575,28,32.9975,139,10,2,6
2,0,1,1,30.34,32.575,28,26.0027,165,11,2,6
2,0,1,1,31.16,33.335,25,31.0009,232,12,2,6
2,0,1,1,32.8,34.09,24,23.9994,203,13,2,6
2,0,1,1,31.98,33.335,24,22.0028,185,14,2,6
2,0,1,1,32.8,34.09,21,26.0027,188,15,2,6
2,0,1,1,32.8,34.09,22,32.9975,318,16,2,6
2,0,1,1,31.16,32.575,20,35.0008,572,17,2,6
2,0,1,1,30.34,32.575,22,26.0027,525,18,2,6
2,0,1,1,29.52,31.82,23,19.9995,379,19,2,6
2,0,1,1,28.7,31.82,24,12.998,337,20,2,6
2,0,1,1,27.06,31.06,31,12.998,248,21,2,6
2,0,1,1,26.24,31.06,33,16.9979,155,22,2,6
2,0,1,1,25.42,31.06,35,15.0013,112,23,2,6
2,0,1,1,25.42,31.06,38,19.0012,68,0,3,6
2,0,1,1,24.6,31.06,38,23.9994,22,1,3,6
2,0,1,1,22.96,26.515,43,15.0013,12,2,3,6
2,0,1,1,22.14,25.76,49,15.0013,5,3,3,6
2,0,1,1,21.32,25.0,48,22.0028,6,4,3,6
2,0,1,1,21.32,25.0,48,23.9994,28,5,3,6
2,0,1,1,22.14,25.76,45,19.9995,106,6,3,6
2,0,1,1,22.14,25.76,45,16.9979,277,7,3,6
2,0,1,2,22.96,26.515,43,22.0028,502,8,3,6
2,0,1,1,23.78,27.275,40,11.0014,230,9,3,6
2,0,1,1,25.42,31.06,33,16.9979,161,10,3,6
2,0,1,1,26.24,31.06,31,22.0028,192,11,3,6
2,0,1,1,27.06,31.06,27,19.0012,259,12,3,6
2,0,1,1,27.88,31.06,26,16.9979,248,13,3,6
2,0,1,1,28.7,31.82,28,19.0012,240,14,3,6
2,0,1,1,28.7,31.82,28,19.0012,212,15,3,6
2,0,1,1,29.52,31.82,26,22.0028,349,16,3,6
2,0,1,1,29.52,31.82,25,19.0012,558,17,3,6
2,0,1,1,28.7,31.82,24,19.9995,564,18,3,6
2,0,1,1,27.88,31.06,26,19.0012,391,19,3,6
2,0,1,1,26.24,31.06,29,11.0014,293,20,3,6
2,0,1,1,26.24,31.06,29,7.0015,247,21,3,6
2,0,1,1,25.42,31.06,35,0.0,171,22,3,6
2,0,1,1,23.78,27.275,46,7.0015,171,23,3,6
2,0,0,1,22.96,26.515,52,0.0,93,0,4,6
2,0,0,1,22.14,25.76,64,7.0015,94,1,4,6
2,0,0,1,22.14,25.76,56,12.998,59,2,4,6
2,0,0,1,21.32,25.0,59,7.0015,18,3,4,6
2,0,0,1,21.32,25.0,59,6.0032,15,4,4,6
2,0,0,1,20.5,24.24,64,0.0,8,5,4,6
2,0,0,1,22.14,25.76,60,0.0,28,6,4,6
2,0,0,1,22.96,26.515,56,0.0,87,7,4,6
2,0,0,1,24.6,31.06,46,6.0032,125,8,4,6
2,0,0,1,25.42,31.06,43,8.9981,224,9,4,6
2,0,0,1,26.24,31.06,38,7.0015,317,10,4,6
2,0,0,1,27.06,31.06,36,8.9981,369,11,4,6
2,0,0,1,28.7,31.82,32,11.0014,420,12,4,6
2,0,0,1,30.34,32.575,28,8.9981,456,13,4,6
2,0,0,1,30.34,32.575,33,15.0013,451,14,4,6
2,0,0,2,30.34,32.575,27,27.9993,404,15,4,6
2,0,0,2,29.52,32.575,30,8.9981,440,16,4,6
2,0,0,2,29.52,32.575,34,16.9979,344,17,4,6
2,0,0,2,30.34,32.575,30,11.0014,341,18,4,6
2,0,0,2,28.7,31.82,39,6.0032,285,19,4,6
2,0,0,2,28.7,32.575,48,6.0032,239,20,4,6
2,0,0,2,27.06,31.06,47,7.0015,185,21,4,6
2,0,0,1,26.24,31.06,57,15.0013,190,22,4,6
2,0,0,2,26.24,31.06,57,0.0,150,23,4,6
2,0,0,1,26.24,31.06,57,6.0032,113,0,5,6
2,0,0,2,26.24,31.06,61,11.0014,96,1,5,6
2,0,0,2,26.24,31.06,61,11.0014,64,2,5,6
2,0,0,2,25.42,30.305,65,11.0014,47,3,5,6
2,0,0,2,25.42,30.305,65,11.0014,12,4,5,6
2,0,0,2,25.42,30.305,61,8.9981,6,5,5,6
2,0,0,2,25.42,30.305,61,7.0015,21,6,5,6
2,0,0,2,24.6,29.545,73,16.9979,27,7,5,6
2,0,0,2,24.6,29.545,73,16.9979,98,8,5,6
2,0,0,2,24.6,28.79,78,12.998,164,9,5,6
2,0,0,2,25.42,29.545,73,6.0032,251,10,5,6
2,0,0,2,26.24,30.305,69,7.0015,335,11,5,6
2,0,0,2,26.24,30.305,69,7.0015,335,12,5,6
2,0,0,1,27.06,31.06,65,7.0015,367,13,5,6
2,0,0,1,28.7,32.575,58,11.0014,385,14,5,6
2,0,0,1,28.7,32.575,54,0.0,417,15,5,6
2,0,0,1,29.52,33.335,51,6.0032,398,16,5,6
2,0,0,1,30.34,33.335,51,0.0,390,17,5,6
2,0,0,1,28.7,32.575,58,7.0015,363,18,5,6
2,0,0,1,27.88,31.82,65,11.0014,357,19,5,6
2,0,0,1,27.06,31.06,69,12.998,279,20,5,6
2,0,0,1,26.24,30.305,73,11.0014,165,21,5,6
2,0,0,1,26.24,29.545,78,15.0013,130,22,5,6
2,0,0,1,25.42,29.545,78,8.9981,86,23,5,6
2,0,1,1,25.42,29.545,78,8.9981,29,0,6,6
2,0,1,1,24.6,28.03,83,8.9981,14,1,6,6
2,0,1,1,23.78,27.275,88,7.0015,8,2,6,6
2,0,1,1,23.78,27.275,88,0.0,5,3,6,6
2,0,1,1,22.96,26.515,94,7.0015,8,4,6,6
2,0,1,1,22.96,26.515,88,6.0032,31,5,6,6
2,0,1,1,23.78,27.275,88,0.0,112,6,6,6
2,0,1,1,25.42,29.545,78,7.0015,299,7,6,6
2,0,1,1,26.24,30.305,73,6.0032,438,8,6,6
2,0,1,1,28.7,32.575,58,11.0014,188,9,6,6
2,0,1,1,29.52,33.335,51,15.0013,95,10,6,6
2,0,1,1,30.34,33.335,42,8.9981,111,11,6,6
2,0,1,1,31.16,33.335,37,11.0014,153,12,6,6
2,0,1,1,31.98,34.09,35,0.0,180,13,6,6
2,0,1,1,31.98,34.09,31,8.9981,145,14,6,6
2,0,1,1,32.8,34.85,29,12.998,165,15,6,6
2,0,1,1,31.16,33.335,33,8.9981,267,16,6,6
2,0,1,1,31.98,34.09,33,19.0012,579,17,6,6
2,0,1,1,31.16,33.335,31,8.9981,556,18,6,6
2,0,1,1,29.52,33.335,54,12.998,407,19,6,6
2,0,1,1,27.88,31.82,61,8.9981,336,20,6,6
2,0,1,1,27.06,31.06,57,6.0032,189,21,6,6
2,0,1,1,27.06,31.06,61,6.0032,173,22,6,6
2,0,1,1,26.24,30.305,69,6.0032,60,23,6,6
2,0,1,1,26.24,30.305,65,6.0032,20,0,7,6
2,0,1,1,25.42,30.305,69,8.9981,4,1,7,6
2,0,1,1,24.6,29.545,73,6.0032,5,2,7,6
2,0,1,1,24.6,29.545,73,6.0032,2,3,7,6
2,0,1,1,23.78,27.275,83,8.9981,5,4,7,6
2,0,1,1,23.78,27.275,88,11.0014,32,5,7,6
2,0,1,1,24.6,28.79,78,8.9981,126,6,7,6
2,0,1,2,26.24,30.305,69,12.998,334,7,7,6
2,0,1,2,27.88,31.82,61,8.9981,477,8,7,6
2,0,1,2,29.52,33.335,58,15.0013,217,9,7,6
2,0,1,2,31.16,34.09,48,12.998,123,10,7,6
2,0,1,2,31.16,34.85,52,16.9979,151,11,7,6
2,0,1,2,32.8,36.365,46,19.0012,183,12,7,6
2,0,1,2,32.8,36.365,43,16.9979,196,13,7,6
2,0,1,2,32.8,36.365,43,19.0012,146,14,7,6
2,0,1,2,33.62,37.12,41,22.0028,183,15,7,6
2,0,1,1,32.8,35.605,38,15.0013,308,16,7,6
2,0,1,1,32.8,36.365,43,16.9979,539,17,7,6
2,0,1,1,31.98,34.85,46,19.0012,551,18,7,6
2,0,1,1,31.16,34.09,48,16.9979,424,19,7,6
2,0,1,1,30.34,34.09,56,8.9981,346,20,7,6
2,0,1,1,29.52,34.09,70,8.9981,218,21,7,6
2,0,1,1,28.7,32.575,65,8.9981,153,22,7,6
2,0,1,1,27.88,31.82,79,7.0015,90,23,7,6
2,0,1,1,27.06,29.545,89,8.9981,41,0,8,6
2,0,1,1,27.06,30.305,78,0.0,23,1,8,6
2,0,1,1,26.24,28.79,89,6.0032,7,2,8,6
2,0,1,1,26.24,28.79,89,6.0032,3,3,8,6
2,0,1,1,25.42,28.79,83,0.0,6,4,8,6
2,0,1,1,25.42,28.03,88,0.0,21,5,8,6
2,0,1,1,26.24,28.79,89,8.9981,116,6,8,6
2,0,1,1,27.06,31.06,74,7.0015,353,7,8,6
2,0,1,1,31.16,35.605,58,11.0014,481,8,8,6
2,0,1,1,31.16,35.605,58,11.0014,202,9,8,6
2,0,1,1,33.62,37.12,43,15.0013,90,10,8,6
2,0,1,1,34.44,37.88,41,12.998,134,11,8,6
2,0,1,1,36.08,40.91,42,8.9981,149,12,8,6
2,0,1,1,36.9,42.425,42,0.0,136,13,8,6
2,0,1,1,37.72,43.94,40,16.9979,155,14,8,6
2,0,1,1,37.72,43.94,40,11.0014,128,15,8,6
2,0,1,1,37.72,43.94,40,15.0013,233,16,8,6
2,0,1,1,37.72,42.425,35,15.0013,506,17,8,6
2,0,1,1,36.9,40.91,37,15.0013,459,18,8,6
2,0,1,1,33.62,40.15,59,8.9981,384,19,8,6
2,0,1,1,32.8,39.395,63,8.9981,280,20,8,6
2,0,1,1,32.8,40.15,66,8.9981,202,21,8,6
2,0,1,1,31.16,37.12,75,11.0014,176,22,8,6
2,0,1,1,31.16,37.12,75,12.998,116,23,8,6
2,0,1,2,30.34,35.605,79,8.9981,47,0,9,6
2,0,1,1,30.34,35.605,79,7.0015,16,1,9,6
2,0,1,2,29.52,35.605,84,11.0014,6,2,9,6
2,0,1,2,29.52,35.605,84,7.0015,2,3,9,6
2,0,1,2,29.52,34.85,79,6.0032,6,4,9,6
2,0,1,2,28.7,33.335,84,0.0,20,5,9,6
2,0,1,2,29.52,35.605,84,6.0032,118,6,9,6
2,0,1,2,29.52,34.85,79,8.9981,314,7,9,6
2,0,1,2,31.16,36.365,70,7.0015,432,8,9,6
2,0,1,1,34.44,39.395,49,0.0,168,9,9,6
2,0,1,1,35.26,40.91,50,19.0012,94,10,9,6
2,0,1,1,36.9,42.425,42,15.0013,118,11,9,6
2,0,1,1,37.72,42.425,35,12.998,140,12,9,6
2,0,1,1,36.9,40.91,37,6.0032,136,13,9,6
2,0,1,1,37.72,43.94,40,12.998,118,14,9,6
2,0,1,1,38.54,41.665,31,11.0014,104,15,9,6
2,0,1,1,37.72,41.665,33,8.9981,200,16,9,6
2,0,1,1,36.9,40.91,37,16.9979,409,17,9,6
2,0,1,1,36.08,40.15,39,19.0012,466,18,9,6
2,0,1,2,34.44,37.12,39,22.0028,326,19,9,6
2,0,1,2,32.8,36.365,43,12.998,254,20,9,6
2,0,1,3,31.16,34.85,52,0.0,171,21,9,6
2,0,1,2,30.34,34.09,58,11.0014,153,22,9,6
2,0,1,2,30.34,34.85,57,11.0014,97,23,9,6
2,0,1,3,28.7,32.575,65,15.0013,69,0,10,6
2,0,1,3,28.7,32.575,65,15.0013,23,1,10,6
2,0,1,1,27.88,31.82,69,11.0014,13,2,10,6
2,0,1,1,27.88,31.82,69,11.0014,6,3,10,6
2,0,1,1,27.06,30.305,78,11.0014,4,4,10,6
2,0,1,1,27.06,30.305,78,11.0014,28,5,10,6
2,0,1,1,27.06,30.305,78,6.0032,104,6,10,6
2,0,1,1,29.52,34.09,66,7.0015,267,7,10,6
2,0,1,1,30.34,34.09,58,8.9981,452,8,10,6
2,0,1,1,31.16,34.85,55,0.0,213,9,10,6
2,0,1,1,31.98,35.605,52,0.0,111,10,10,6
2,0,1,1,33.62,37.88,46,0.0,153,11,10,6
2,0,1,1,34.44,37.88,44,8.9981,207,12,10,6
2,0,1,1,34.44,37.88,44,7.0015,189,13,10,6
2,0,1,1,35.26,38.635,39,0.0,165,14,10,6
2,0,1,1,34.44,37.88,44,7.0015,212,15,10,6
2,0,1,1,33.62,39.395,56,19.9995,285,16,10,6
2,0,1,1,33.62,38.635,52,15.0013,517,17,10,6
2,0,1,1,32.8,38.635,59,15.0013,463,18,10,6
2,0,1,1,31.98,37.12,59,12.998,306,19,10,6
2,0,1,1,31.16,35.605,62,7.0015,250,20,10,6
2,0,1,1,31.16,36.365,66,8.9981,218,21,10,6
2,0,1,1,29.52,34.85,74,16.9979,185,22,10,6
2,0,1,1,29.52,34.85,74,11.0014,146,23,10,6
2,0,0,1,28.7,33.335,79,8.9981,117,0,11,6
2,0,0,1,28.7,33.335,79,6.0032,77,1,11,6
2,0,0,1,28.7,33.335,79,7.0015,60,2,11,6
2,0,0,1,27.88,31.82,83,6.0032,28,3,11,6
2,0,0,1,27.88,31.82,79,6.0032,13,4,11,6
2,0,0,1,27.88,31.82,74,8.9981,16,5,11,6
2,0,0,1,28.7,32.575,61,8.9981,40,6,11,6
2,0,0,1,29.52,33.335,58,12.998,68,7,11,6
2,0,0,1,30.34,34.09,58,12.998,143,8,11,6
2,0,0,1,30.34,34.09,62,8.9981,230,9,11,6
2,0,0,1,30.34,34.09,58,11.0014,264,10,11,6
2,0,0,1,31.16,35.605,62,8.9981,325,11,11,6
2,0,0,1,32.8,37.88,55,15.0013,347,12,11,6
2,0,0,1,32.8,37.88,55,12.998,387,13,11,6
2,0,0,1,33.62,38.635,49,7.0015,380,14,11,6
2,0,0,1,33.62,38.635,49,7.0015,374,15,11,6
2,0,0,2,32.8,36.365,46,12.998,394,16,11,6
2,0,0,2,30.34,34.09,58,11.0014,337,17,11,6
2,0,0,2,29.52,34.09,62,8.9981,286,18,11,6
2,0,0,1,28.7,32.575,65,12.998,264,19,11,6
2,0,0,1,27.88,31.82,74,16.9979,275,20,11,6
2,0,0,1,27.06,31.06,74,15.0013,220,21,11,6
2,0,0,1,27.06,30.305,78,15.0013,190,22,11,6
2,0,0,1,27.06,31.06,74,7.0015,131,23,11,6
2,0,0,1,27.06,30.305,78,15.0013,119,0,12,6
2,0,0,1,26.24,28.79,83,7.0015,93,1,12,6
2,0,0,1,26.24,28.79,89,16.9979,66,2,12,6
2,0,0,1,26.24,28.79,89,19.0012,28,3,12,6
2,0,0,1,25.42,28.03,88,11.0014,14,4,12,6
2,0,0,1,25.42,28.03,88,15.0013,10,5,12,6
2,0,0,1,25.42,28.03,88,7.0015,14,6,12,6
2,0,0,1,26.24,29.545,78,7.0015,34,7,12,6
2,0,0,1,28.7,33.335,74,0.0,92,8,12,6
2,0,0,1,29.52,34.09,66,0.0,182,9,12,6
2,0,0,1,31.16,35.605,58,6.0032,311,10,12,6
2,0,0,1,31.98,36.365,55,7.0015,367,11,12,6
2,0,0,1,33.62,37.88,46,0.0,420,12,12,6
2,0,0,1,31.98,37.12,59,19.0012,373,13,12,6
2,0,0,1,33.62,39.395,56,16.9979,315,14,12,6
2,0,0,1,32.8,38.635,59,19.9995,360,15,12,6
2,0,0,3,27.88,31.82,83,19.0012,350,16,12,6
2,0,0,3,27.88,31.82,83,19.0012,252,17,12,6
2,0,0,1,28.7,33.335,74,11.0014,256,18,12,6
2,0,0,1,28.7,33.335,74,7.0015,223,19,12,6
2,0,0,1,27.06,30.305,83,11.0014,206,20,12,6
2,0,0,1,27.06,30.305,83,7.0015,140,21,12,6
2,0,0,1,26.24,28.79,83,8.9981,128,22,12,6
2,0,0,1,26.24,29.545,78,12.998,107,23,12,6
2,0,1,1,26.24,29.545,78,8.9981,28,0,13,6
2,0,1,1,26.24,30.305,73,15.0013,16,1,13,6
2,0,1,1,25.42,29.545,73,19.0012,10,2,13,6
2,0,1,1,24.6,30.305,60,32.9975,7,3,13,6
2,0,1,1,22.96,26.515,64,19.9995,4,4,13,6
2,0,1,1,22.14,25.76,64,26.0027,29,5,13,6
2,0,1,1,22.14,25.76,64,27.9993,105,6,13,6
2,0,1,1,22.96,26.515,56,23.9994,328,7,13,6
2,0,1,1,23.78,27.275,49,30.0026,476,8,13,6
2,0,1,1,25.42,31.06,46,23.9994,224,9,13,6
2,0,1,1,26.24,31.06,41,22.0028,118,10,13,6
2,0,1,1,27.06,31.06,41,19.9995,159,11,13,6
2,0,1,1,27.06,31.06,41,19.0012,196,12,13,6
2,0,1,1,28.7,31.82,37,0.0,227,13,13,6
2,0,1,1,28.7,31.82,34,16.9979,200,14,13,6
2,0,1,1,28.7,31.82,37,30.0026,185,15,13,6
2,0,1,1,28.7,31.82,37,27.9993,326,16,13,6
2,0,1,1,28.7,31.82,39,22.0028,601,17,13,6
2,0,1,1,28.7,31.82,37,23.9994,586,18,13,6
2,0,1,1,27.06,31.06,39,19.0012,423,19,13,6
2,0,1,1,26.24,31.06,44,16.9979,331,20,13,6
2,0,1,1,26.24,31.06,41,16.9979,218,21,13,6
2,0,1,1,25.42,31.06,46,15.0013,134,22,13,6
2,0,1,1,25.42,31.06,46,12.998,89,23,13,6
2,0,1,1,24.6,31.06,49,12.998,31,0,14,6
2,0,1,1,24.6,31.06,49,16.9979,13,1,14,6
2,0,1,1,24.6,31.06,49,19.0012,10,2,14,6
2,0,1,1,23.78,27.275,53,22.0028,2,3,14,6
2,0,1,1,22.14,25.76,60,16.9979,3,4,14,6
2,0,1,1,22.14,25.76,56,22.0028,26,5,14,6
2,0,1,1,22.14,25.76,56,19.9995,113,6,14,6
2,0,1,1,22.96,26.515,52,27.9993,365,7,14,6
2,0,1,1,23.78,27.275,49,26.0027,486,8,14,6
2,0,1,1,25.42,31.06,46,12.998,193,9,14,6
2,0,1,1,25.42,31.06,46,15.0013,130,10,14,6
2,0,1,1,26.24,31.06,41,19.0012,143,11,14,6
2,0,1,1,26.24,31.06,41,23.9994,169,12,14,6
2,0,1,1,26.24,31.06,44,15.0013,209,13,14,6
2,0,1,2,26.24,31.06,47,12.998,159,14,14,6
2,0,1,1,26.24,31.06,47,11.0014,178,15,14,6
2,0,1,1,27.88,31.82,41,12.998,330,16,14,6
2,0,1,3,26.24,31.06,50,19.0012,569,17,14,6
2,0,1,1,25.42,31.06,51,22.0028,538,18,14,6
2,0,1,1,26.24,31.06,50,23.9994,386,19,14,6
2,0,1,1,24.6,31.06,56,11.0014,297,20,14,6
2,0,1,1,24.6,31.06,56,19.9995,243,21,14,6
2,0,1,1,23.78,27.275,60,15.0013,188,22,14,6
2,0,1,1,22.96,26.515,68,15.0013,110,23,14,6
2,0,1,1,22.96,26.515,64,23.9994,52,0,15,6
2,0,1,1,22.14,25.76,64,19.0012,14,1,15,6
2,0,1,1,21.32,25.0,63,15.0013,9,2,15,6
2,0,1,1,20.5,24.24,68,16.9979,1,3,15,6
2,0,1,1,20.5,24.24,63,19.0012,4,4,15,6
2,0,1,1,19.68,23.485,67,19.0012,21,5,15,6
2,0,1,1,20.5,24.24,63,16.9979,121,6,15,6
2,0,1,1,22.14,25.76,60,8.9981,370,7,15,6
2,0,1,1,23.78,27.275,53,8.9981,498,8,15,6
2,0,1,1,24.6,31.06,49,0.0,207,9,15,6
2,0,1,1,26.24,31.06,47,11.0014,135,10,15,6
2,0,1,1,27.88,31.82,36,0.0,164,11,15,6
2,0,1,1,28.7,31.82,34,15.0013,211,12,15,6
2,0,1,1,30.34,32.575,28,19.0012,189,13,15,6
2,0,1,1,30.34,32.575,28,0.0,178,14,15,6
2,0,1,1,31.16,33.335,27,0.0,164,15,15,6
2,0,1,1,31.16,33.335,27,8.9981,312,16,15,6
2,0,1,1,30.34,32.575,28,7.0015,638,17,15,6
2,0,1,1,29.52,32.575,32,8.9981,607,18,15,6
2,0,1,1,28.7,31.82,37,19.0012,416,19,15,6
2,0,1,1,27.06,31.06,44,11.0014,330,20,15,6
2,0,1,1,26.24,31.06,47,15.0013,257,21,15,6
2,0,1,1,25.42,31.06,50,7.0015,175,22,15,6
2,0,1,1,25.42,31.06,53,0.0,107,23,15,6
2,0,1,1,24.6,31.06,56,7.0015,47,0,16,6
2,0,1,1,23.78,27.275,60,0.0,17,1,16,6
2,0,1,1,24.6,31.06,56,6.0032,5,2,16,6
2,0,1,2,22.96,26.515,73,6.0032,4,3,16,6
2,0,1,2,22.96,26.515,68,7.0015,6,4,16,6
2,0,1,1,24.6,30.305,64,12.998,25,5,16,6
2,0,1,3,23.78,27.275,73,11.0014,112,6,16,6
2,0,1,3,22.96,26.515,78,11.0014,188,7,16,6
2,0,1,2,24.6,29.545,69,8.9981,388,8,16,6
2,0,1,2,25.42,30.305,65,12.998,261,9,16,6
2,0,1,2,27.06,31.06,61,16.9979,121,10,16,6
2,0,1,2,27.88,31.82,61,19.9995,150,11,16,6
2,0,1,1,29.52,33.335,54,26.0027,206,12,16,6
2,0,1,2,29.52,33.335,54,16.9979,151,13,16,6
2,0,1,2,29.52,33.335,54,22.0028,153,14,16,6
2,0,1,2,28.7,32.575,61,19.9995,159,15,16,6
2,0,1,3,27.06,31.06,69,12.998,294,16,16,6
2,0,1,2,26.24,29.545,78,7.0015,272,17,16,6
